"","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","salary"
"13273",36,"Private",269722,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
"13274",33,"Self-emp-not-inc",175502,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
"13275",53,"Private",233165,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"13276",27,"Private",177351,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
"13277",22,"Private",212114,"Bachelors",13,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,15,"United-States","<=50K"
"13278",26,"Private",288959,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,36,"United-States","<=50K"
"13279",64,"Private",231619,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,21,"United-States","<=50K"
"13281",23,"Private",388811,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13283",35,"Self-emp-not-inc",98360,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
"13286",53,"Private",223660,"HS-grad",9,"Widowed","Machine-op-inspct","Not-in-family","White","Male",6849,0,40,"United-States","<=50K"
"13289",28,"Private",76129,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,"Guatemala","<=50K"
"13290",37,"Private",91711,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
"13291",61,"?",166855,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,10,"United-States","<=50K"
"13292",59,"Private",182062,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5013,0,40,"United-States","<=50K"
"13293",32,"Private",252752,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",13550,0,60,"United-States",">50K"
"13294",31,"Private",43953,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,35,"United-States","<=50K"
"13295",25,"Local-gov",84224,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13297",47,"Private",155509,"HS-grad",9,"Separated","Other-service","Other-relative","Black","Female",0,0,35,"United-States","<=50K"
"13298",39,"Private",29814,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"13300",44,"Private",214838,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",">50K"
"13305",60,"Private",145995,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"13307",23,"Private",233626,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
"13308",19,"Private",607799,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
"13310",36,"Private",127809,"HS-grad",9,"Separated","Other-service","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
"13311",46,"Private",243743,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"13313",39,"Self-emp-not-inc",231180,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","<=50K"
"13314",29,"Private",253856,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,20,"United-States","<=50K"
"13315",39,"Private",177075,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13316",26,"Private",152855,"HS-grad",9,"Never-married","Exec-managerial","Own-child","Other","Female",0,0,40,"Mexico","<=50K"
"13319",27,"Private",169815,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13322",54,"?",31588,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",2635,0,40,"United-States","<=50K"
"13324",18,"Private",194897,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
"13328",49,"Private",75673,"HS-grad",9,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
"13333",49,"Federal-gov",203505,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13334",23,"Private",125106,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13338",30,"Private",43953,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Female",0,1974,40,"United-States","<=50K"
"13340",23,"Local-gov",55890,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13342",61,"Private",168654,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"Canada","<=50K"
"13343",47,"Self-emp-not-inc",39986,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"13344",56,"Private",208451,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"13346",33,"Private",117779,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,46,"United-States",">50K"
"13347",36,"Self-emp-not-inc",129150,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",">50K"
"13348",38,"?",177273,"HS-grad",9,"Married-civ-spouse","?","Wife","White","Female",0,0,35,"United-States","<=50K"
"13350",56,"Private",146326,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
"13353",49,"Private",188694,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"13354",71,"Private",187493,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
"13357",42,"Private",137907,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States","<=50K"
"13361",35,"Self-emp-not-inc",190895,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
"13362",24,"Local-gov",317443,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States","<=50K"
"13363",40,"Private",375603,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
"13364",21,"Private",203076,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,35,"United-States","<=50K"
"13365",49,"Private",53893,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13367",54,"Private",167770,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States",">50K"
"13368",52,"Private",204584,"Bachelors",13,"Married-spouse-absent","Exec-managerial","Not-in-family","White","Female",0,0,42,"United-States","<=50K"
"13369",27,"Private",660870,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
"13370",20,"Private",105686,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13371",38,"?",70282,"Masters",14,"Married-civ-spouse","?","Wife","Black","Female",15024,0,2,"United-States",">50K"
"13373",25,"Private",255849,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13376",23,"Private",440456,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13377",34,"Private",105493,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"13378",42,"Private",259757,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Male",0,653,50,"United-States",">50K"
"13379",37,"Local-gov",89491,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13380",25,"Private",171818,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13382",33,"Self-emp-not-inc",188957,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13384",32,"Self-emp-inc",195447,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","<=50K"
"13385",63,"?",46907,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,8,"United-States",">50K"
"13386",54,"Self-emp-inc",383365,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States",">50K"
"13387",32,"Self-emp-not-inc",203408,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,"United-States","<=50K"
"13388",29,"Local-gov",148182,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
"13391",57,"Private",211804,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3103,0,50,"United-States",">50K"
"13394",23,"Federal-gov",314525,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13396",42,"Private",222884,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,55,"United-States",">50K"
"13398",49,"Local-gov",177114,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
"13399",50,"Private",173754,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"13400",46,"Local-gov",121370,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,30,"United-States","<=50K"
"13401",37,"Private",67125,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"13402",26,"Private",67240,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"13403",27,"Private",198346,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"13405",24,"Self-emp-inc",60668,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13406",29,"Private",104256,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,34,"United-States","<=50K"
"13407",47,"Private",131002,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"13412",57,"State-gov",25045,"Bachelors",13,"Divorced","Adm-clerical","Unmarried","White","Male",2174,0,37,"United-States","<=50K"
"13413",36,"Private",112264,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
"13414",25,"Private",169100,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"13415",46,"Private",155659,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Germany",">50K"
"13416",39,"Private",291665,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",4508,0,24,"United-States","<=50K"
"13420",61,"Private",51385,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"13421",41,"Private",112763,"HS-grad",9,"Widowed","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13423",53,"Private",366957,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",99999,0,50,"India",">50K"
"13424",36,"Local-gov",109766,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"13426",75,"Self-emp-not-inc",92792,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States","<=50K"
"13428",44,"Private",230478,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"13429",25,"Private",231638,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13432",34,"Private",191385,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States","<=50K"
"13433",31,"Self-emp-not-inc",229946,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Columbia","<=50K"
"13435",38,"Private",190895,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,50,"United-States",">50K"
"13436",18,"Private",126021,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Female",0,0,20,"United-States","<=50K"
"13438",42,"Private",203542,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13439",29,"Private",144592,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13442",32,"Private",172714,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13445",46,"Private",471990,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,46,"United-States",">50K"
"13446",44,"Private",138966,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,38,"United-States","<=50K"
"13447",35,"Private",385412,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13449",60,"Private",103344,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,40,"United-States",">50K"
"13452",40,"State-gov",86912,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"13454",25,"Private",172581,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13455",56,"State-gov",274111,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1669,40,"United-States","<=50K"
"13458",66,"Self-emp-inc",220543,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
"13461",41,"Private",177905,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
"13463",55,"Self-emp-not-inc",111625,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"13464",42,"Self-emp-not-inc",336513,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,60,"United-States",">50K"
"13466",29,"Private",116662,"Bachelors",13,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13467",42,"Self-emp-not-inc",24763,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,40,"United-States",">50K"
"13468",65,"Private",225580,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"13474",34,"Private",188246,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"13475",51,"Private",284211,"HS-grad",9,"Widowed","Prof-specialty","Unmarried","White","Female",0,0,35,"United-States","<=50K"
"13480",32,"Private",136204,"Masters",14,"Separated","Exec-managerial","Not-in-family","White","Male",0,2824,55,"United-States",">50K"
"13483",75,"Local-gov",31195,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"13484",55,"Federal-gov",88876,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,60,"United-States",">50K"
"13485",43,"Self-emp-not-inc",176069,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,16,"United-States","<=50K"
"13486",31,"Private",215297,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
"13488",26,"Local-gov",180957,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"13490",42,"Federal-gov",65950,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"13491",29,"Private",197618,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13492",21,"Private",185357,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"13493",28,"Private",134890,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13494",64,"?",193043,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
"13496",65,"Private",115890,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,20,"United-States","<=50K"
"13497",34,"Private",394447,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",2463,0,50,"France","<=50K"
"13498",58,"Private",343957,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"13500",50,"Private",238959,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",99999,0,60,"?",">50K"
"13501",59,"Private",159048,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13502",46,"Private",423222,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K"
"13504",28,"Private",31778,"Bachelors",13,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13506",47,"Private",233511,"Masters",14,"Divorced","Sales","Not-in-family","White","Male",27828,0,60,"United-States",">50K"
"13507",30,"Private",327112,"Bachelors",13,"Divorced","Sales","Not-in-family","White","Male",0,1564,40,"United-States",">50K"
"13508",34,"Private",236543,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13510",41,"Private",303510,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"13513",62,"Local-gov",197218,"HS-grad",9,"Widowed","Other-service","Not-in-family","White","Female",0,0,18,"United-States","<=50K"
"13515",38,"Private",374524,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"13517",45,"Local-gov",364563,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
"13519",21,"Private",47541,"HS-grad",9,"Divorced","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"13520",49,"Private",151107,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"13521",24,"Private",500509,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,0,40,"United-States","<=50K"
"13522",47,"Private",138107,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,2258,40,"United-States",">50K"
"13525",40,"Private",169885,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13527",31,"Local-gov",175778,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"13528",43,"Private",55213,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1977,52,"United-States",">50K"
"13529",48,"Private",38950,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
"13530",64,"Self-emp-not-inc",65991,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",7298,0,45,"United-States",">50K"
"13531",39,"Private",174330,"HS-grad",9,"Separated","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"13532",50,"Private",35224,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"13534",44,"Private",164678,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,45,"United-States","<=50K"
"13535",50,"?",87263,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,55,"United-States",">50K"
"13536",54,"Private",163671,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,65,"United-States",">50K"
"13538",33,"Federal-gov",177945,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"United-States","<=50K"
"13540",39,"Self-emp-not-inc",190023,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
"13548",54,"Local-gov",185846,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States",">50K"
"13551",49,"Private",135643,"HS-grad",9,"Widowed","Craft-repair","Unmarried","Asian-Pac-Islander","Female",0,0,40,"South","<=50K"
"13552",40,"Private",220977,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",3103,0,40,"India",">50K"
"13553",19,"?",117444,"HS-grad",9,"Never-married","?","Own-child","White","Male",0,0,30,"United-States","<=50K"
"13554",38,"Private",202683,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13555",39,"Private",164866,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,42,"United-States",">50K"
"13558",57,"Private",158077,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
"13560",25,"Private",193701,"Bachelors",13,"Never-married","Other-service","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
"13561",40,"Private",143046,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
"13562",34,"Private",206297,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States",">50K"
"13563",35,"Self-emp-not-inc",188563,"HS-grad",9,"Divorced","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K"
"13566",43,"Private",309932,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"13567",43,"Self-emp-not-inc",243432,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
"13569",64,"Self-emp-not-inc",113929,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States","<=50K"
"13571",40,"Private",222011,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",3325,0,40,"United-States","<=50K"
"13572",34,"Private",186824,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,70,"United-States","<=50K"
"13573",46,"Private",192768,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
"13574",35,"Private",234962,"HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
"13577",25,"Private",346159,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13578",55,"Private",272656,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,55,"United-States",">50K"
"13581",38,"Self-emp-not-inc",112158,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,99,"United-States","<=50K"
"13583",26,"Private",98155,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"13584",34,"Self-emp-inc",79586,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Other","Male",0,0,60,"United-States","<=50K"
"13585",25,"State-gov",143062,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13586",39,"Private",101146,"HS-grad",9,"Divorced","Prof-specialty","Not-in-family","White","Female",4650,0,40,"United-States","<=50K"
"13591",49,"State-gov",231961,"Doctorate",16,"Divorced","Prof-specialty","Unmarried","White","Male",0,0,50,"United-States",">50K"
"13592",38,"Private",181943,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"13594",28,"Private",130856,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"13597",48,"Private",116641,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,45,"United-States","<=50K"
"13598",40,"Private",69333,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
"13600",34,"Private",197886,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
"13604",18,"Self-emp-not-inc",296090,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,48,"?","<=50K"
"13605",39,"Private",192614,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,56,"United-States","<=50K"
"13611",40,"Self-emp-not-inc",179533,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,75,"United-States",">50K"
"13613",27,"Private",289147,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K"
"13614",43,"Federal-gov",347720,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"13615",22,"Private",406978,"Bachelors",13,"Never-married","Exec-managerial","Other-relative","White","Female",0,0,40,"United-States","<=50K"
"13621",45,"Private",186256,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13622",33,"Private",104525,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"13623",25,"Private",104097,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",2829,0,60,"United-States","<=50K"
"13624",71,"Private",212806,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,36,"United-States","<=50K"
"13625",23,"Local-gov",203353,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,45,"United-States","<=50K"
"13628",47,"Private",218435,"HS-grad",9,"Married-spouse-absent","Sales","Unmarried","White","Female",0,0,20,"Cuba","<=50K"
"13629",30,"Private",154120,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
"13632",50,"Private",150999,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,40,"United-States",">50K"
"13633",31,"State-gov",157673,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
"13634",68,"Private",217424,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,24,"United-States","<=50K"
"13636",38,"Private",186191,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
"13639",39,"Private",498785,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"13641",46,"Local-gov",162566,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,50,"Canada","<=50K"
"13644",30,"Federal-gov",423064,"HS-grad",9,"Separated","Adm-clerical","Other-relative","Black","Male",0,0,35,"United-States","<=50K"
"13645",47,"Private",191957,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"United-States",">50K"
"13647",62,"?",129246,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
